publishedDate,sourceLanguage,sourceRevisionId,sourceTitle,sourceURL,stats,targetLanguage,targetRevisionId,targetTitle,targetURL,translationId
20171021140814,en,788642780,The Good Doctor (play),//en.wikipedia.org/wiki/The Good Doctor (play),"{'any': 0.96129779837775, 'human': 0.94716106604867, 'mt': 0.014136732329085, 'mtSectionsCount': 2}",ru,88453999,Добрый доктор,//ru.wikipedia.org/wiki/Добрый доктор,382827
20171022102026,en,806479559,Samakki Thailand,//en.wikipedia.org/wiki/Samakki Thailand,"{'any': 0.431640625, 'human': 0.021484375, 'mt': 0.41015625, 'mtSectionsCount': 3}",ru,88479723,Samakki Thailand,//ru.wikipedia.org/wiki/Соединенные Таиланд,383164
20171022102638,en,806343162,Carabao (band),//en.wikipedia.org/wiki/Carabao (band),"{'any': 0.37257407069417, 'human': 0.00097341363995863, 'mt': 0.37160065705421, 'mtSectionsCount': 15}",ru,88479969,Возчиков (собой),//ru.wikipedia.org/wiki/Возчиков (собой),383167
20171022104254,en,747175110,Osi (ancient tribe),//en.wikipedia.org/wiki/Osi (ancient tribe),"{'any': 0.72361809045226, 'human': 0, 'mt': 0.72361809045226, 'mtSectionsCount': 5}",ru,88480615,Osi (ancient tribe),//ru.wikipedia.org/wiki/Осы (племя),383175
20171023021501,en,793850603,RNA-dependent RNA polymerase,//en.wikipedia.org/wiki/RNA-dependent RNA polymerase,"{'any': 1.0853564758871, 'human': 1.0750302098209, 'mt': 0.010326266066132, 'mtSectionsCount': 7}",ru,88502016,РНК-зависимая РНК-полимераза,//ru.wikipedia.org/wiki/РНК-зависимая РНК-полимераза,383450
20171023091616,en,803124110,Nina Kraviz,//en.wikipedia.org/wiki/Nina Kraviz,"{'any': 0.40620782726046, 'human': 0.3029689608637, 'mt': 0.10323886639676, 'mtSectionsCount': 8}",ru,88506335,Участник:Andreykor/Nina Kraviz,//ru.wikipedia.org/wiki/Участник:Andreykor/Nina Kraviz,383563
20171023134929,en,805493610,Mauna Loa Observatory,//en.wikipedia.org/wiki/Mauna Loa Observatory,"{'any': 0.8376585928489, 'human': 0.7782583621684, 'mt': 0.059400230680507, 'mtSectionsCount': 5}",ru,88511378,Погодная обсерватория на Мауна Лоа,//ru.wikipedia.org/wiki/Погодная обсерватория на Мауна Лоа,383686
20171024013425,en,765295585,Winter Dreams (ballet),//en.wikipedia.org/wiki/Winter Dreams (ballet),"{'any': 0.79842867665112, 'human': 0.40437024306408, 'mt': 0.39405843358704, 'mtSectionsCount': 7}",ru,88522026,Участник:Qweasdqwe/Зимние грёзы (балет),//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Зимние грёзы (балет),383887
20171024053553,en,774858142,Hexagonal tortoise problem,//en.wikipedia.org/wiki/Hexagonal tortoise problem,"{'any': 0.62863705972435, 'human': 0.62787136294028, 'mt': 0.00076569678407351, 'mtSectionsCount': 1}",ru,88524322,Чисугвимундо,//ru.wikipedia.org/wiki/Чисугвимундо,383914
20171101130713,en,797728849,Pesäpallo,//en.wikipedia.org/wiki/Pesäpallo,"{'any': 0.8019154245633, 'human': 0.7990153099076, 'mt': 0.0029001146556957, 'mtSectionsCount': 6}",ru,88734582,Финский бейсбол,//ru.wikipedia.org/wiki/Финский бейсбол,383942
20171024073928,en,806176870,Nahajir,//en.wikipedia.org/wiki/Nahajir,"{'any': 0.25815011372252, 'human': 0.24715693707354, 'mt': 0.010993176648976, 'mtSectionsCount': 3}",ru,88525814,Nahajir,//ru.wikipedia.org/wiki/Nahajir,383946
20171024145144,en,801588523,Bart Huges,//en.wikipedia.org/wiki/Bart Huges,"{'any': 0.70766319772942, 'human': 0.70766319772942, 'mt': 0, 'mtSectionsCount': 0}",ru,88532515,"Хюгес, Барт","//ru.wikipedia.org/wiki/Хюгес, Барт",384070
20171024174850,en,798263575,HyperNormalisation,//en.wikipedia.org/wiki/HyperNormalisation,"{'any': 0.83813224172622, 'human': 0.82571289807812, 'mt': 0.012419343648095, 'mtSectionsCount': 8}",ru,88536342,Гипернормализация,//ru.wikipedia.org/wiki/Гипернормализация,384083
20171025142514,en,734859627,The Notebook of Trigorin,//en.wikipedia.org/wiki/The Notebook of Trigorin,"{'any': 0.79372674109516, 'human': 0.70919723551302, 'mt': 0.084529505582137, 'mtSectionsCount': 1}",ru,88556370,Дневник Тригорина,//ru.wikipedia.org/wiki/Дневник Тригорина,384136
20171024173310,en,805497316,Maritime Archaic,//en.wikipedia.org/wiki/Maritime Archaic,"{'any': 1.1395443449959, 'human': 0.98047192839707, 'mt': 0.15907241659886, 'mtSectionsCount': 4}",ru,88536020,Морская архаическая культура,//ru.wikipedia.org/wiki/Морская архаическая культура,384137
20171026070457,en,806632414,Kamorta-class corvette,//en.wikipedia.org/wiki/Kamorta-class corvette,"{'any': 0.93063501144165, 'human': 0.7625143020595, 'mt': 0.16812070938215, 'mtSectionsCount': 10}",ru,88566988,Корветы типа «Каморта»,//ru.wikipedia.org/wiki/Корветы типа «Каморта»,384260
20171025092332,en,805743570,Communist Party (Italy),//en.wikipedia.org/wiki/Communist Party (Italy),"{'any': 0.65917076598735, 'human': 0.64975404075896, 'mt': 0.0094167252283907, 'mtSectionsCount': 6}",ru,88551447,Коммунистическая Партия (Италия),//ru.wikipedia.org/wiki/Коммунистическая Партия (Италия),384294
20171025134837,en,806078114,BMW 6 Series (G32),//en.wikipedia.org/wiki/BMW 6 Series (G32),"{'any': 1.0169452181987, 'human': 0.72237697307335, 'mt': 0.29456824512535, 'mtSectionsCount': 9}",ru,88555761,BMW 6 Серия (G32),//ru.wikipedia.org/wiki/BMW 6 Серия (G32),384380
20171025153118,en,738647360,State Religious Affairs Bureau Order No. 5,//en.wikipedia.org/wiki/State Religious Affairs Bureau Order No. 5,"{'any': 0.82461873638344, 'human': 0.81394335511983, 'mt': 0.010675381263617, 'mtSectionsCount': 5}",ru,88557491,State Religious Affairs Bureau Order No. 5,//ru.wikipedia.org/wiki/Указ №5 Государственного управления по делам религий,384391
20171025170800,en,785444951,Serinette,//en.wikipedia.org/wiki/Serinette,"{'any': 1.0342883983091, 'human': 0.85955847815876, 'mt': 0.17472992015031, 'mtSectionsCount': 2}",ru,88559134,Серинет,//ru.wikipedia.org/wiki/Серинет,384447
20171029090737,en,782899416,Birds of Paradise (musical),//en.wikipedia.org/wiki/Birds of Paradise (musical),"{'any': 0.86491878027928, 'human': 0.85537190082645, 'mt': 0.0095468794528356, 'mtSectionsCount': 4}",ru,88660320,Райские птицы (мюзикл),//ru.wikipedia.org/wiki/Райские птицы (мюзикл),384458
20171025175240,en,758248166,Componium,//en.wikipedia.org/wiki/Componium,"{'any': 1.145256916996, 'human': 0.55780632411067, 'mt': 0.58745059288538, 'mtSectionsCount': 3}",ru,88559944,Компониум,//ru.wikipedia.org/wiki/Компониум,384473
20171025225311,en,702636623,Tutte theorem,//en.wikipedia.org/wiki/Tutte theorem,"{'any': 0.1934481109517, 'human': 0.12553802008608, 'mt': 0.067910090865615, 'mtSectionsCount': 4}",ru,88563692,Теорема Тата о паросочетаниях,//ru.wikipedia.org/wiki/Теорема Тата о паросочетаниях,384565
20171026002212,en,765528765,Almanya: Welcome to Germany,//en.wikipedia.org/wiki/Almanya: Welcome to Germany,"{'any': 0.69645732689211, 'human': 0.2914653784219, 'mt': 0.40499194847021, 'mtSectionsCount': 7}",ru,88564363,Алмания — Добро пожаловать в Германию,//ru.wikipedia.org/wiki/Алмания — Добро пожаловать в Германию,384578
20171026080449,en,806534883,List of active Indian Navy ships,//en.wikipedia.org/wiki/List of active Indian Navy ships,"{'any': 0.56717116554845, 'human': 0.32152701929578, 'mt': 0.24564414625267, 'mtSectionsCount': 16}",ru,88567612,Список действующих кораблей ВМС Индии,//ru.wikipedia.org/wiki/Список действующих кораблей ВМС Индии,384633
20171026130150,en,807135798,Robert Guillaume,//en.wikipedia.org/wiki/Robert Guillaume,"{'any': 0.73627385336458, 'human': 0.0010880482089053, 'mt': 0.73518580515567, 'mtSectionsCount': 28}",ru,88572058,Роберт Гийом,//ru.wikipedia.org/wiki/Роберт Гийом,384738
20171026171739,en,804642638,Battle of Neukalen,//en.wikipedia.org/wiki/Battle of Neukalen,"{'any': 0.25337620578778, 'human': 0.24694533762058, 'mt': 0.0064308681672026, 'mtSectionsCount': 2}",ru,88576867,Битва при Нойкалене,//ru.wikipedia.org/wiki/Битва при Нойкалене,384798
20171027203009,en,807233166,Yossi Ghinsberg,//en.wikipedia.org/wiki/Yossi Ghinsberg,"{'any': 0.45753803596127, 'human': 0.43258644536653, 'mt': 0.024951590594744, 'mtSectionsCount': 6}",ru,88621209,"Гинсберг, Йосси","//ru.wikipedia.org/wiki/Гинсберг, Йосси",384947
20171027051933,en,801603918,Ioan Petru Culianu,//en.wikipedia.org/wiki/Ioan Petru Culianu,"{'any': 0.96286157496122, 'human': 0.48170453508532, 'mt': 0.4811570398759, 'mtSectionsCount': 15}",ru,88595686,"Кулиану, Йоан Петру","//ru.wikipedia.org/wiki/Кулиану, Йоан Петру",384979
20171027080138,en,805280071,Observer (physics),//en.wikipedia.org/wiki/Observer (physics),"{'any': 1.1871838111298, 'human': 1.0876897133221, 'mt': 0.099494097807757, 'mtSectionsCount': 5}",ru,88599552,Наблюдатель (физика),//ru.wikipedia.org/wiki/Наблюдатель (физика),385029
20171027082231,en,776640190,Jiangxia Tidal Power Station,//en.wikipedia.org/wiki/Jiangxia Tidal Power Station,"{'any': 0.53259221829207, 'human': 0.53259221829207, 'mt': 0, 'mtSectionsCount': 0}",ru,88600089,ПЭС Джанси,//ru.wikipedia.org/wiki/ПЭС Джанси,385041
20171028110100,en,806658446,Felix Bernstein (mathematician),//en.wikipedia.org/wiki/Felix Bernstein (mathematician),"{'any': 0.62793296089385, 'human': 0.0031657355679702, 'mt': 0.62476722532588, 'mtSectionsCount': 9}",ru,88634945,user:LGB/Черновик,//ru.wikipedia.org/wiki/user:LGB/Черновик,385419
20171102162858,en,801045541,Jackal's horn,//en.wikipedia.org/wiki/Jackal's horn,"{'any': 0.94939965694683, 'human': 0.94939965694683, 'mt': 0, 'mtSectionsCount': 0}",ru,88637635,Шакалов рог,//ru.wikipedia.org/wiki/Шакалов рог,385463
20171028190319,en,782760825,Beni-Chougrane,//en.wikipedia.org/wiki/Beni-Chougrane,"{'any': 0.73189823874755, 'human': 0.71037181996086, 'mt': 0.021526418786693, 'mtSectionsCount': 2}",ru,88643154,Бени-Чуган,//ru.wikipedia.org/wiki/Бени-Чуган,385577
20171029055448,en,792218491,Jorma Sarvanto,//en.wikipedia.org/wiki/Jorma Sarvanto,"{'any': 0.65620377978636, 'human': 0.27362366474938, 'mt': 0.38258011503698, 'mtSectionsCount': 14}",ru,88657648,Jorma Sarvanto,//ru.wikipedia.org/wiki/Участник:Sorechuck/Jorma Sarvanto,385720
20171029101957,en,804007679,Marshmallow creme,//en.wikipedia.org/wiki/Marshmallow creme,"{'any': 0.9731027857829, 'human': 0.88760806916427, 'mt': 0.085494716618636, 'mtSectionsCount': 4}",ru,88661500,Кремовый зефир,//ru.wikipedia.org/wiki/Кремовый зефир,385767
20180110120910,en,770042292,Baydarlı,//en.wikipedia.org/wiki/Baydarlı,"{'any': 0.59965928449744, 'human': 0.4190800681431, 'mt': 0.18057921635434, 'mtSectionsCount': 5}",ru,88689456,Байдарлы,//ru.wikipedia.org/wiki/Байдарлы,386104
20171030063755,en,770281164,Böyük Şamlıq,//en.wikipedia.org/wiki/Böyük Şamlıq,"{'any': 0.39201451905626, 'human': 0.30308529945554, 'mt': 0.088929219600726, 'mtSectionsCount': 6}",ru,88689495,Böyük Şamlıq,//ru.wikipedia.org/wiki/Böyük Şamlıq,386107
20171030075746,en,806460922,Robert F. Stockton,//en.wikipedia.org/wiki/Robert F. Stockton,"{'any': 0.77750037827205, 'human': 0.22923286427599, 'mt': 0.54826751399607, 'mtSectionsCount': 26}",ru,88690484,"Стоктон, Роберт","//ru.wikipedia.org/wiki/Стоктон, Роберт",386127
20171030184038,en,807260161,IGap,//en.wikipedia.org/wiki/IGap,"{'any': 0.91042345276873, 'human': 0.083527221963704, 'mt': 0.82689623080503, 'mtSectionsCount': 15}",ru,88701330,IGap,//ru.wikipedia.org/wiki/IGap,386332
20171030202643,en,807874185,Sophia (robot),//en.wikipedia.org/wiki/Sophia (robot),"{'any': 1.0227272727273, 'human': 1.0191919191919, 'mt': 0.0035353535353535, 'mtSectionsCount': 2}",ru,88703474,София (робот),//ru.wikipedia.org/wiki/София (робот),386333
20171030220647,en,807611919,Offset (rapper),//en.wikipedia.org/wiki/Offset (rapper),"{'any': 0.93519767194265, 'human': 0.68507346156576, 'mt': 0.25012421037689, 'mtSectionsCount': 18}",ru,88705112,Offset (рэпер),//ru.wikipedia.org/wiki/Offset (рэпер),386384
20171031012656,en,803982145,Heteroreceptor,//en.wikipedia.org/wiki/Heteroreceptor,"{'any': 0.36669567740064, 'human': 0.3568320278503, 'mt': 0.0098636495503336, 'mtSectionsCount': 4}",ru,88706630,Гетерорецептор,//ru.wikipedia.org/wiki/Гетерорецептор,386447
20171031133358,en,800607871,Expo (Magnus Lindberg),//en.wikipedia.org/wiki/Expo (Magnus Lindberg),"{'any': 0.98502604166667, 'human': 0.32845052083333, 'mt': 0.65657552083333, 'mtSectionsCount': 8}",ru,88715241,EXPO (всемирная выставка),//ru.wikipedia.org/wiki/EXPO (всемирная выставка),386635
20171105131424,en,789086012,Theory of art,//en.wikipedia.org/wiki/Theory of art,"{'any': 0.96883116883117, 'human': 0.96883116883117, 'mt': 0, 'mtSectionsCount': 0}",ru,88807817,Теории искусства,//ru.wikipedia.org/wiki/Теории искусства,386671
20171031151557,en,807635062,Ken Giles,//en.wikipedia.org/wiki/Ken Giles,"{'any': 0.32060849598163, 'human': 0.32017795637199, 'mt': 0.00043053960964409, 'mtSectionsCount': 1}",ru,88716600,Кен Джайлс,//ru.wikipedia.org/wiki/Кен Джайлс,386683
20171031170504,en,805169740,Noel Park,//en.wikipedia.org/wiki/Noel Park,"{'any': 0.25963707699853, 'human': 0.11915154487494, 'mt': 0.14048553212359, 'mtSectionsCount': 23}",ru,88718524,Ноель Парк,//ru.wikipedia.org/wiki/Ноель Парк,386744
20171031230547,en,767482365,Adam's Lament (Pärt),//en.wikipedia.org/wiki/Adam's Lament (Pärt),"{'any': 0.29953198127925, 'human': 0.2938117524701, 'mt': 0.0057202288091524, 'mtSectionsCount': 2}",ru,88724259,Адамов плач (композиция Пярта),//ru.wikipedia.org/wiki/Адамов плач (композиция Пярта),386877
20171101111446,en,760092786,"Church of St. Lawrence, Lohja","//en.wikipedia.org/wiki/Church of St. Lawrence, Lohja","{'any': 0.6493860845839, 'human': 0.64392905866303, 'mt': 0.0054570259208731, 'mtSectionsCount': 2}",ru,88729915,Церковь Cвятого Лаврентия в Лохья,//ru.wikipedia.org/wiki/Церковь Cвятого Лаврентия в Лохья,386993
20171101100623,en,759053446,Bengtskär lighthouse,//en.wikipedia.org/wiki/Bengtskär lighthouse,"{'any': 0.40165876777251, 'human': 0.34300947867299, 'mt': 0.058649289099526, 'mtSectionsCount': 5}",ru,88731400,Бенгштер (маяк),//ru.wikipedia.org/wiki/Бенгштер (маяк),387039
20171101113721,en,807734782,Johannes Gabriel Granö,//en.wikipedia.org/wiki/Johannes Gabriel Granö,"{'any': 0.52481800132363, 'human': 0.51886168100596, 'mt': 0.0059563203176704, 'mtSectionsCount': 1}",ru,88733099,"Гранё, Йоханнес Габриэль","//ru.wikipedia.org/wiki/Гранё, Йоханнес Габриэль",387070
20171101133620,en,781454122,Kauhaneva–Pohjankangas National Park,//en.wikipedia.org/wiki/Kauhaneva–Pohjankangas National Park,"{'any': 0.47930194805195, 'human': 0.37256493506494, 'mt': 0.10673701298701, 'mtSectionsCount': 7}",ru,88735099,Кауханева–Похьянкангас (национальный парк),//ru.wikipedia.org/wiki/Кауханева–Похьянкангас (национальный парк),387112
20171102062202,en,801909987,Royal Rainmaking Project,//en.wikipedia.org/wiki/Royal Rainmaking Project,"{'any': 0.67715355805243, 'human': 0.64644194756554, 'mt': 0.030711610486891, 'mtSectionsCount': 4}",ru,88747468,Королевский дождь,//ru.wikipedia.org/wiki/Королевский дождь,387372
20171102063544,en,798522610,Bukhara Caravanserai,//en.wikipedia.org/wiki/Bukhara Caravanserai,"{'any': 0.76948318293683, 'human': 0.76456111566858, 'mt': 0.0049220672682527, 'mtSectionsCount': 1}",ru,88747611,"Караван-сарай ""Бухара""","//ru.wikipedia.org/wiki/Караван-сарай ""Бухара""",387375
20171109133840,en,773958162,"Stockmann, Helsinki centre","//en.wikipedia.org/wiki/Stockmann, Helsinki centre","{'any': 0.76707957957958, 'human': 0.62331081081081, 'mt': 0.14376876876877, 'mtSectionsCount': 5}",ru,88887910,Универмаг Стокманн (Хельсинки),//ru.wikipedia.org/wiki/Универмаг Стокманн (Хельсинки),387438
20171102135350,en,788142322,Trans-Jordan memorandum,//en.wikipedia.org/wiki/Trans-Jordan memorandum,"{'any': 0.71365095038262, 'human': 0.71118242409282, 'mt': 0.002468526289805, 'mtSectionsCount': 1}",ru,88754169,Участник:Sorechuck/Trans-Jordan memorandum,//ru.wikipedia.org/wiki/Участник:Sorechuck/Trans-Jordan memorandum,387460
20171107104631,en,787035784,Vilho Lampi,//en.wikipedia.org/wiki/Vilho Lampi,"{'any': 0.86358754027927, 'human': 0.28302900107411, 'mt': 0.58055853920516, 'mtSectionsCount': 8}",ru,88752839,"Лампи, Вильо Хенрик ","//ru.wikipedia.org/wiki/Лампи, Вильо Хенрик ",387504
20171102161418,en,779726587,Tavuk göğsü,//en.wikipedia.org/wiki/Tavuk göğsü,"{'any': 1.042004048583, 'human': 0.46255060728745, 'mt': 0.57945344129555, 'mtSectionsCount': 2}",ru,88756462,Тавук-гёксу,//ru.wikipedia.org/wiki/Тавук-гёксу,387542
20171102162837,en,739223983,Bhutan–Thailand relations,//en.wikipedia.org/wiki/Bhutan–Thailand relations,"{'any': 0.79430485762144, 'human': 0.70485762144054, 'mt': 0.089447236180905, 'mtSectionsCount': 5}",ru,88756692,Таиландско-бутанские отношения,//ru.wikipedia.org/wiki/Таиландско-бутанские отношения,387589
20180404092211,en,807943467,Squircle,//en.wikipedia.org/wiki/Squircle,"{'any': 0.030716723549488, 'human': 0.030716723549488, 'mt': 0, 'mtSectionsCount': 0}",ru,89379218,Участник:Dimon4ezzz/Скругленный квадрат,//ru.wikipedia.org/wiki/Участник:Dimon4ezzz/Скругленный квадрат,387667
20171102200803,en,791687967,Bass Islands (French Polynesia),//en.wikipedia.org/wiki/Bass Islands (French Polynesia),"{'any': 0.63602315287709, 'human': 0.18624446714334, 'mt': 0.44977868573374, 'mtSectionsCount': 4}",ru,88760624,Острова Басса (Французская Полинезия),//ru.wikipedia.org/wiki/Острова Басс (Французская Полинезия),387677
20171110172639,en,790769194,Rasulid dynasty,//en.wikipedia.org/wiki/Rasulid dynasty,"{'any': 0.47170222028733, 'human': 0.47072268175882, 'mt': 0.00097953852851545, 'mtSectionsCount': 1}",ru,88763066,Расулиды,//ru.wikipedia.org/wiki/Расулиды,387711
20171103045100,en,788989419,"Yemeni presidential election, 1999","//en.wikipedia.org/wiki/Yemeni presidential election, 1999","{'any': 0.74934143870314, 'human': 0.74042553191489, 'mt': 0.0089159067882472, 'mtSectionsCount': 2}",ru,88764908,Президентские выборы в Йемене (1999),//ru.wikipedia.org/wiki/Президентские выборы в Йемене (1999),387762
20171103050544,en,807224585,"Yemeni presidential election, 2006","//en.wikipedia.org/wiki/Yemeni presidential election, 2006","{'any': 0.61916753073619, 'human': 0.61650125907273, 'mt': 0.0026662716634573, 'mtSectionsCount': 2}",ru,88765009,Президентские выборы в Йемене (2006),//ru.wikipedia.org/wiki/Президентские выборы в Йемене (2006),387765
20171103051648,en,788989395,"Yemeni parliamentary election, 1993","//en.wikipedia.org/wiki/Yemeni parliamentary election, 1993","{'any': 0.69106881405564, 'human': 0.67593948267448, 'mt': 0.015129331381162, 'mtSectionsCount': 2}",ru,88765084,Выборы в Палату Представителей Йемена (1993),//ru.wikipedia.org/wiki/Выборы в Палату Представителей Йемена (1993),387771
20171103063257,en,798521376,Multani Caravanserai,//en.wikipedia.org/wiki/Multani Caravanserai,"{'any': 1.3814898419865, 'human': 1.2708803611738, 'mt': 0.11060948081264, 'mtSectionsCount': 4}",ru,88765699,Караван-сарай Мултани ,//ru.wikipedia.org/wiki/Караван-сарай Мултани ,387773
20171103052426,en,801312064,"Yemeni parliamentary election, 1997","//en.wikipedia.org/wiki/Yemeni parliamentary election, 1997","{'any': 0.68071933962264, 'human': 0.61468160377358, 'mt': 0.066037735849057, 'mtSectionsCount': 3}",ru,88765132,Выборы в Палату Представителей Йемена (1997),//ru.wikipedia.org/wiki/Выборы в Палату Представителей Йемена (1997),387774
20171103053536,en,721297499,"Aden Legislative Council election, 1955","//en.wikipedia.org/wiki/Aden Legislative Council election, 1955","{'any': 0.73975903614458, 'human': 0.49558232931727, 'mt': 0.24417670682731, 'mtSectionsCount': 3}",ru,88765236,Выборы в Законодательное собрание Адена (1955),//ru.wikipedia.org/wiki/Выборы в Законодательное собрание Адена (1955),387777
20171103082904,en,721297568,"Aden Legislative Council election, 1959","//en.wikipedia.org/wiki/Aden Legislative Council election, 1959","{'any': 0.87106299212598, 'human': 0.85334645669291, 'mt': 0.017716535433071, 'mtSectionsCount': 3}",ru,88766937,Выборы в Законодательное собрание Адена (1959),//ru.wikipedia.org/wiki/Выборы в Законодательное собрание Адена (1959),387824
20171103083359,en,768259404,"Aden Legislative Council election, 1964","//en.wikipedia.org/wiki/Aden Legislative Council election, 1964","{'any': 0.69442131557036, 'human': 0.63114071606994, 'mt': 0.063280599500416, 'mtSectionsCount': 3}",ru,88767015,Выборы в Законодательное собрание Адена (1964),//ru.wikipedia.org/wiki/Выборы в Законодательное собрание Адена (1964),387827
20171103084051,en,788989376,"Yemen Arab Republic parliamentary election, 1971","//en.wikipedia.org/wiki/Yemen Arab Republic parliamentary election, 1971","{'any': 0.8621103117506, 'human': 0.83693045563549, 'mt': 0.025179856115108, 'mtSectionsCount': 1}",ru,88767105,Парламентские выборы в ЙАР (1971),//ru.wikipedia.org/wiki/Парламентские выборы в ЙАР (1971),387831
20171103084618,en,788989381,"Yemen Arab Republic parliamentary election, 1988","//en.wikipedia.org/wiki/Yemen Arab Republic parliamentary election, 1988","{'any': 0.8, 'human': 0.76205128205128, 'mt': 0.037948717948718, 'mtSectionsCount': 3}",ru,88767180,Парламентские выборы в ЙАР (1988),//ru.wikipedia.org/wiki/Парламентские выборы в ЙАР (1988),387833
20171103085158,en,788396028,"South Yemeni parliamentary election, 1978","//en.wikipedia.org/wiki/South Yemeni parliamentary election, 1978","{'any': 0.8757327080891, 'human': 0.83939038686987, 'mt': 0.036342321219226, 'mtSectionsCount': 2}",ru,88767253,Парламентские выборы в НДРЙ (1978),//ru.wikipedia.org/wiki/Парламентские выборы в НДРЙ (1978),387835
20171103085524,en,788396046,"South Yemeni parliamentary election, 1986","//en.wikipedia.org/wiki/South Yemeni parliamentary election, 1986","{'any': 0.90250965250965, 'human': 0.76930501930502, 'mt': 0.13320463320463, 'mtSectionsCount': 3}",ru,88767301,Парламентские выборы в НДРЙ (1986),//ru.wikipedia.org/wiki/Парламентские выборы в НДРЙ (1986),387836
20171103085939,en,788989384,"Yemeni constitutional referendum, 1991","//en.wikipedia.org/wiki/Yemeni constitutional referendum, 1991","{'any': 0.73265306122449, 'human': 0.71224489795918, 'mt': 0.020408163265306, 'mtSectionsCount': 1}",ru,88767357,Конституционный референдум в Йемене (1991),//ru.wikipedia.org/wiki/Конституционный референдум в Йемене (1991),387838
20171103090208,en,788989389,"Yemeni constitutional referendum, 2001","//en.wikipedia.org/wiki/Yemeni constitutional referendum, 2001","{'any': 0.74639175257732, 'human': 0.72577319587629, 'mt': 0.020618556701031, 'mtSectionsCount': 1}",ru,88767400,Конституционный референдум в Йемене (2001),//ru.wikipedia.org/wiki/Конституционный референдум в Йемене (2001),387839
20171103100507,en,618626730,Treaty between Thailand and Japan (1940),//en.wikipedia.org/wiki/Treaty between Thailand and Japan (1940),"{'any': 1.0450485436893, 'human': 0.96, 'mt': 0.08504854368932, 'mtSectionsCount': 4}",ru,88768459,Договор о дружбе между Таиландом и Японией,//ru.wikipedia.org/wiki/Договор о дружбе между Таиландом и Японией,387857
20171104114049,en,699835760,Anglo-Thai Non-Aggression Pact,//en.wikipedia.org/wiki/Anglo-Thai Non-Aggression Pact,"{'any': 1.0728824688116, 'human': 1.0315167432699, 'mt': 0.041365725541694, 'mtSectionsCount': 3}",ru,88787476,Договор о ненападении между Великобританией и Таиландом,//ru.wikipedia.org/wiki/Договор о ненападении между Великобританией и Таиландом,387869
20171103164703,en,805202466,Public holidays in Kosovo,//en.wikipedia.org/wiki/Public holidays in Kosovo,"{'any': 0.65678627145086, 'human': 0.64430577223089, 'mt': 0.012480499219969, 'mtSectionsCount': 2}",ru,88771249,Праздники Косово,//ru.wikipedia.org/wiki/Праздники Косово,387929
20171103133603,en,793099126,Caravanserai of Agha Gahraman Mirsiyab,//en.wikipedia.org/wiki/Caravanserai of Agha Gahraman Mirsiyab,"{'any': 0.33456790123457, 'human': 0.33086419753086, 'mt': 0.0037037037037037, 'mtSectionsCount': 1}",ru,88771853,Караван-сарай Аги Гахрамана Мирсиаба,//ru.wikipedia.org/wiki/Караван-сарай Аги Гахрамана Мирсиаба,387943
20171103174002,en,803061164,Politics of Kosovo,//en.wikipedia.org/wiki/Politics of Kosovo,"{'any': 1.0075, 'human': 0.99717391304348, 'mt': 0.010326086956522, 'mtSectionsCount': 6}",ru,88776043,Politics of Kosovo,//ru.wikipedia.org/wiki/Политика Республики Косово,388023
20171103184737,en,675565519,Arctic policy of Iceland,//en.wikipedia.org/wiki/Arctic policy of Iceland,"{'any': 0.72958500669344, 'human': 0.71976796073182, 'mt': 0.0098170459616243, 'mtSectionsCount': 1}",ru,88777236,Арктическая политика Исландии,//ru.wikipedia.org/wiki/Арктическая политика Исландии,388065
20171103192410,en,793587253,Farthest North,//en.wikipedia.org/wiki/Farthest North,"{'any': 0.38940374191292, 'human': 0.33887043189369, 'mt': 0.050533310019234, 'mtSectionsCount': 5}",ru,88777833,Дальний Север,//ru.wikipedia.org/wiki/Дальний Север,388072
20171103215039,en,804545211,List of Russian historians,//en.wikipedia.org/wiki/List of Russian historians,"{'any': 1.0232579774863, 'human': 1.0129314354824, 'mt': 0.010326542003907, 'mtSectionsCount': 19}",ru,88780086,Список историков России,//ru.wikipedia.org/wiki/Список историков России,388076
20171116001106,en,808573866,Heartbreak on a Full Moon,//en.wikipedia.org/wiki/Heartbreak on a Full Moon,"{'any': 0.067489212513484, 'human': 0.019417475728155, 'mt': 0.048071736785329, 'mtSectionsCount': 4}",ru,338458,User:Etonkovidova/Test1 Heartbreak on a Full Moon,https://test.wikipedia.org/wiki/User:Etonkovidova/Test1_Heartbreak_on_a_Full_Moon,388167
20171104111000,en,807642394,Joseph Boakai,//en.wikipedia.org/wiki/Joseph Boakai,"{'any': 0.56562962962963, 'human': 0.10607407407407, 'mt': 0.45955555555556, 'mtSectionsCount': 6}",ru,88783487,"Бокай, Джозеф","//ru.wikipedia.org/wiki/Бокай, Джозеф",388245
20171104071046,en,631794405,Osmolarity gradient,//en.wikipedia.org/wiki/Osmolarity gradient,"{'any': 2.0723981900452, 'human': 2.0723981900452, 'mt': 0, 'mtSectionsCount': 0}",ru,88783703,Градиент осмолярности,//ru.wikipedia.org/wiki/Градиент осмолярности,388247
